"customer_id","customer_name","payment_id","amount","payment_date","rental_id","rental_date","film_id","film_title","category","country"
356,"Gerald Fultz",17563,2.99,"2007-02-18 15:05:04.996577",2405,"2005-06-18 16:36:38",788,"Ship Wonderland","Documentary","India"
356,"Gerald Fultz",17564,4.99,"2007-02-18 16:38:43.996577",2433,"2005-06-18 18:10:17",207,"Dangerous Uptown","Foreign","India"
357,"Keith Rico",17565,5.99,"2007-02-15 03:39:45.996577",1246,"2005-06-15 05:11:19",95,"Breakfast Goldfinger","New","Slovakia"
357,"Keith Rico",17566,1.99,"2007-02-16 18:15:44.996577",1788,"2005-06-16 19:47:18",831,"Spirited Casualties","Sci-Fi","Slovakia"
357,"Keith Rico",17567,1.99,"2007-02-17 07:52:25.996577",1971,"2005-06-17 09:23:59",629,"Notorious Reunion","Documentary","Slovakia"
357,"Keith Rico",17568,6.99,"2007-02-17 21:26:30.996577",2153,"2005-06-17 22:58:04",532,"Loser Hustler","Sports","Slovakia"
358,"Samuel Marlow",17569,2.99,"2007-02-15 18:19:32.996577",1455,"2005-06-15 19:51:06",474,"Jade Bunch","Sports","India"
358,"Samuel Marlow",17570,0.99,"2007-02-17 03:39:02.996577",1908,"2005-06-17 05:10:36",89,"Borrowers Bedazzled","Animation","India"
358,"Samuel Marlow",17571,5.99,"2007-02-17 18:28:51.996577",2114,"2005-06-17 20:00:25",774,"Searchers Wait","Comedy","India"
358,"Samuel Marlow",17572,2.99,"2007-02-19 13:21:50.996577",2721,"2005-06-19 14:53:24",829,"Spinal Rocky","Family","India"
358,"Samuel Marlow",17573,2.99,"2007-02-19 14:56:01.996577",2749,"2005-06-19 16:27:35",337,"Frida Slipper","Foreign","India"
358,"Samuel Marlow",17574,2.99,"2007-02-21 01:34:37.996577",3245,"2005-06-21 03:06:11",447,"Ice Crossing","Games","India"
359,"Willie Markham",17575,4.99,"2007-02-15 09:53:32.996577",1329,"2005-06-15 11:25:06",255,"Driving Polish","Music","Argentina"
359,"Willie Markham",17576,1.99,"2007-02-16 16:36:21.996577",1770,"2005-06-16 18:07:55",367,"Goldmine Tycoon","Sci-Fi","Argentina"
359,"Willie Markham",17577,0.99,"2007-02-18 14:50:29.996577",2401,"2005-06-18 16:22:03",17,"Alone Trip","Music","Argentina"
359,"Willie Markham",17578,4.99,"2007-02-19 14:11:46.996577",2736,"2005-06-19 15:43:20",985,"Wonderland Christmas","Sci-Fi","Argentina"
360,"Ralph Madrigal",17579,0.99,"2007-02-15 20:17:01.996577",1492,"2005-06-15 21:48:35",901,"Tracy Cider","Animation","Puerto Rico"
360,"Ralph Madrigal",17580,6.99,"2007-02-18 14:53:11.996577",2402,"2005-06-18 16:24:45",621,"Network Peak","Family","Puerto Rico"
360,"Ralph Madrigal",17581,3.99,"2007-02-19 00:36:36.996577",2541,"2005-06-19 02:08:10",25,"Angels Life","New","Puerto Rico"
360,"Ralph Madrigal",17582,6.99,"2007-02-19 16:47:59.996577",2780,"2005-06-19 18:19:33",330,"Forrester Comancheros","Animation","Puerto Rico"
361,"Lawrence Lawton",17583,4.99,"2007-02-18 11:21:51.996577",2353,"2005-06-18 12:53:25",708,"Quills Bull","Documentary","Cameroon"
361,"Lawrence Lawton",17584,1.99,"2007-02-19 01:37:42.996577",2558,"2005-06-19 03:09:16",641,"Orange Grapes","Foreign","Cameroon"
361,"Lawrence Lawton",17585,2.99,"2007-02-19 21:35:29.996577",2851,"2005-06-19 23:07:03",468,"Invasion Cyclone","Children","Cameroon"
361,"Lawrence Lawton",17586,2.99,"2007-02-21 06:02:40.996577",3303,"2005-06-21 07:34:14",344,"Fury Murder","Children","Cameroon"
362,"Nicholas Barfield",17587,2.99,"2007-02-15 16:52:36.996577",1429,"2005-06-15 18:24:10",895,"Tomorrow Hustler","Classics","Brazil"
362,"Nicholas Barfield",17588,2.99,"2007-02-15 23:06:01.996577",1529,"2005-06-16 00:37:35",368,"Gone Trouble","Drama","Brazil"
362,"Nicholas Barfield",17589,2.99,"2007-02-16 05:28:54.996577",1615,"2005-06-16 07:00:28",850,"Story Side","Action","Brazil"
362,"Nicholas Barfield",17590,2.99,"2007-02-20 22:35:49.996577",3197,"2005-06-21 00:07:23",393,"Halloween Nuts","Documentary","Brazil"
362,"Nicholas Barfield",17591,2.99,"2007-02-21 13:42:53.996577",3393,"2005-06-21 15:14:27",356,"Giant Troopers","Children","Brazil"
363,"Roy Whiting",17592,4.99,"2007-02-15 16:44:50.996577",1426,"2005-06-15 18:16:24",964,"Waterfront Deliverance","Action","Kenya"
363,"Roy Whiting",17593,4.99,"2007-02-16 01:47:35.996577",1569,"2005-06-16 03:19:09",856,"Streetcar Intentions","Horror","Kenya"
363,"Roy Whiting",17594,4.99,"2007-02-16 22:33:48.996577",1847,"2005-06-17 00:05:22",265,"Dying Maker","Comedy","Kenya"
363,"Roy Whiting",17595,4.99,"2007-02-19 00:33:14.996577",2540,"2005-06-19 02:04:48",938,"Velvet Terminator","Comedy","Kenya"
363,"Roy Whiting",17596,2.99,"2007-02-21 04:37:13.996577",3281,"2005-06-21 06:08:47",872,"Sweet Brotherhood","Travel","Kenya"
364,"Benjamin Varney",17597,2.99,"2007-02-16 13:41:18.996577",1722,"2005-06-16 15:12:52",463,"Instinct Airport","Sports","Mexico"
364,"Benjamin Varney",17598,2.99,"2007-02-18 17:17:44.996577",2442,"2005-06-18 18:49:18",880,"Telemark Heartbreakers","Animation","Mexico"
364,"Benjamin Varney",17599,4.99,"2007-02-19 05:19:58.996577",2606,"2005-06-19 06:51:32",898,"Tourist Pelican","Sports","Mexico"
364,"Benjamin Varney",17600,4.99,"2007-02-19 21:43:41.996577",2857,"2005-06-19 23:15:15",633,"October Submarine","Classics","Mexico"
364,"Benjamin Varney",17601,3.99,"2007-02-20 06:00:21.996577",2962,"2005-06-20 07:31:55",652,"Pajama Jawbreaker","Classics","Mexico"
365,"Bruce Schwarz",17602,1.99,"2007-02-15 08:24:23.996577",1303,"2005-06-15 09:55:57",436,"Hours Rage","New","Japan"
365,"Bruce Schwarz",17603,6.99,"2007-02-16 02:36:42.996577",1578,"2005-06-16 04:08:16",745,"Roses Treasure","Sports","Japan"
365,"Bruce Schwarz",17604,4.99,"2007-02-17 08:50:39.996577",1983,"2005-06-17 10:22:13",426,"Home Pity","Music","Japan"
365,"Bruce Schwarz",17605,2.99,"2007-02-18 23:16:48.996577",2525,"2005-06-19 00:48:22",288,"Escape Metropolis","Travel","Japan"
365,"Bruce Schwarz",17606,0.99,"2007-02-20 19:32:12.996577",3156,"2005-06-20 21:03:46",479,"Jedi Beneath","Family","Japan"
366,"Brandon Huey",17607,1.99,"2007-02-15 14:58:48.996577",1401,"2005-06-15 16:30:22",890,"Tights Dawn","Sports","Turkey"
366,"Brandon Huey",17608,0.99,"2007-02-18 01:13:03.996577",2214,"2005-06-18 02:44:37",531,"Lose Inch","Foreign","Turkey"
367,"Adam Gooch",17609,0.99,"2007-02-20 13:38:14.996577",3078,"2005-06-20 15:09:48",795,"Siege Madre","Family","India"
368,"Harry Arce",17610,0.99,"2007-02-14 23:25:11.996577",1186,"2005-06-15 00:56:45",341,"Frost Head","Classics","Iran"
368,"Harry Arce",17611,9.99,"2007-02-15 21:21:56.996577",1513,"2005-06-15 22:53:30",260,"Dude Blindness","Sports","Iran"
368,"Harry Arce",17612,4.99,"2007-02-18 23:49:15.996577",2531,"2005-06-19 01:20:49",167,"Coma Head","Travel","Iran"
368,"Harry Arce",17613,4.99,"2007-02-19 11:45:47.996577",2694,"2005-06-19 13:17:21",84,"Boiled Dares","Travel","Iran"
368,"Harry Arce",17614,4.99,"2007-02-19 14:49:06.996577",2744,"2005-06-19 16:20:40",985,"Wonderland Christmas","Sci-Fi","Iran"
368,"Harry Arce",17615,4.99,"2007-02-21 04:01:30.996577",3275,"2005-06-21 05:33:04",504,"Kwai Homeward","Drama","Iran"
369,"Fred Wheat",17616,0.99,"2007-02-15 02:12:51.996577",1224,"2005-06-15 03:44:25",345,"Gables Metropolis","Family","Mexico"
370,"Wayne Truong",17617,6.99,"2007-02-14 23:33:58.996577",1190,"2005-06-15 01:05:32",563,"Massacre Usual","Games","India"
371,"Billy Poulin",17618,2.99,"2007-02-15 01:31:59.996577",1212,"2005-06-15 03:03:33",789,"Shock Cabin","Foreign","Philippines"
371,"Billy Poulin",17619,1.99,"2007-02-15 01:53:10.996577",1218,"2005-06-15 03:24:44",54,"Banger Pinocchio","Music","Philippines"
371,"Billy Poulin",17620,6.99,"2007-02-16 02:00:05.996577",1573,"2005-06-16 03:31:39",990,"World Leathernecks","Horror","Philippines"
371,"Billy Poulin",17621,5.99,"2007-02-16 09:33:13.996577",1675,"2005-06-16 11:04:47",668,"Peak Forever","Sports","Philippines"
371,"Billy Poulin",17622,0.99,"2007-02-19 20:32:16.996577",2837,"2005-06-19 22:03:50",91,"Bound Cheaper","Classics","Philippines"
371,"Billy Poulin",17623,3.99,"2007-02-20 21:00:20.996577",3176,"2005-06-20 22:31:54",432,"Hope Tootsie","Classics","Philippines"
371,"Billy Poulin",17624,0.99,"2007-02-21 13:51:34.996577",3396,"2005-06-21 15:23:08",602,"Mourning Purple","Sci-Fi","Philippines"
372,"Steve Mackenzie",17625,2.99,"2007-02-18 07:32:05.996577",2315,"2005-06-18 09:03:39",608,"Murder Antitrust","Children","Indonesia"
372,"Steve Mackenzie",17626,4.99,"2007-02-20 05:36:20.996577",2959,"2005-06-20 07:07:54",911,"Trip Newton","Action","Indonesia"
372,"Steve Mackenzie",17627,3.99,"2007-02-21 04:47:33.996577",3283,"2005-06-21 06:19:07",869,"Suspects Quills","Action","Indonesia"
373,"Louis Leone",17628,6.99,"2007-02-15 19:23:21.996577",1472,"2005-06-15 20:54:55",920,"Unbreakable Karate","New","Philippines"
373,"Louis Leone",17629,2.99,"2007-02-20 19:49:27.996577",3161,"2005-06-20 21:21:01",293,"Exorcist Sting","Sports","Philippines"
374,"Jeremy Hurtado",17630,1.99,"2007-02-16 00:11:59.996577",1548,"2005-06-16 01:43:33",454,"Impact Aladdin","Music","Brazil"
374,"Jeremy Hurtado",17631,1.99,"2007-02-17 13:08:16.996577",2046,"2005-06-17 14:39:50",191,"Crooked Frogmen","Children","Brazil"
374,"Jeremy Hurtado",17632,4.99,"2007-02-18 20:01:20.996577",2487,"2005-06-18 21:32:54",805,"Sleepless Monsoon","Animation","Brazil"
374,"Jeremy Hurtado",17633,2.99,"2007-02-19 08:06:59.996577",2641,"2005-06-19 09:38:33",51,"Balloon Homeward","Music","Brazil"
375,"Aaron Selby",17634,2.99,"2007-02-15 15:07:19.996577",1404,"2005-06-15 16:38:53",609,"Muscle Bright","Travel","Congo, The Democratic Republic of the"
375,"Aaron Selby",17635,5.99,"2007-02-15 20:26:33.996577",1499,"2005-06-15 21:58:07",35,"Arachnophobia Rollercoaster","Horror","Congo, The Democratic Republic of the"
375,"Aaron Selby",17636,4.99,"2007-02-18 02:40:59.996577",2236,"2005-06-18 04:12:33",871,"Sweden Shining","Comedy","Congo, The Democratic Republic of the"
376,"Randy Gaither",17637,0.99,"2007-02-15 00:58:29.996577",1208,"2005-06-15 02:30:03",164,"Coast Rainbow","Documentary","Russian Federation"
376,"Randy Gaither",17638,0.99,"2007-02-19 16:47:33.996577",2779,"2005-06-19 18:19:07",228,"Detective Vision","Classics","Russian Federation"
377,"Howard Fortner",17639,3.99,"2007-02-19 01:35:58.996577",2556,"2005-06-19 03:07:32",25,"Angels Life","New","Iran"
377,"Howard Fortner",17640,1.99,"2007-02-20 13:50:58.996577",3080,"2005-06-20 15:22:32",23,"Anaconda Confessions","Animation","Iran"
377,"Howard Fortner",17641,0.99,"2007-02-20 14:11:06.996577",3086,"2005-06-20 15:42:40",970,"Westward Seabiscuit","Classics","Iran"
377,"Howard Fortner",17642,2.99,"2007-02-20 18:07:34.996577",3136,"2005-06-20 19:39:08",735,"Robbers Joon","Children","Iran"
377,"Howard Fortner",17643,4.99,"2007-02-21 18:47:26.996577",3443,"2005-06-21 20:19:00",358,"Gilmore Boiled","Classics","Iran"
378,"Eugene Culpepper",17644,4.99,"2007-02-16 06:17:16.996577",1623,"2005-06-16 07:48:50",980,"Wizard Coldblooded","Music","China"
378,"Eugene Culpepper",17645,5.99,"2007-02-16 08:42:01.996577",1662,"2005-06-16 10:13:35",776,"Secret Groundhog","Documentary","China"
378,"Eugene Culpepper",17646,7.99,"2007-02-17 19:42:10.996577",2134,"2005-06-17 21:13:44",370,"Gorgeous Bingo","Children","China"
378,"Eugene Culpepper",17647,4.99,"2007-02-19 12:51:35.996577",2713,"2005-06-19 14:23:09",867,"Super Wyoming","Family","China"
379,"Carlos Coughlin",17648,8.99,"2007-02-15 13:48:32.996577",1383,"2005-06-15 15:20:06",284,"Enemy Odds","Music","India"
379,"Carlos Coughlin",17649,5.99,"2007-02-18 07:25:11.996577",2313,"2005-06-18 08:56:45",689,"Pollock Deliverance","Foreign","India"
379,"Carlos Coughlin",17650,2.99,"2007-02-20 03:06:11.996577",2926,"2005-06-20 04:37:45",235,"Divide Monster","Sci-Fi","India"
380,"Russell Brinson",17651,3.99,"2007-02-17 00:31:48.996577",1868,"2005-06-17 02:03:22",526,"Lock Rear","Travel","Poland"
380,"Russell Brinson",17652,2.99,"2007-02-17 08:53:54.996577",1984,"2005-06-17 10:25:28",748,"Rugrats Shakespeare","Action","Poland"
380,"Russell Brinson",17653,3.99,"2007-02-17 11:04:24.996577",2018,"2005-06-17 12:35:58",283,"Ending Crowds","New","Poland"
380,"Russell Brinson",17654,2.99,"2007-02-18 17:09:35.996577",2440,"2005-06-18 18:41:09",628,"Northwest Polish","Sports","Poland"
380,"Russell Brinson",17655,4.99,"2007-02-18 18:34:31.996577",2464,"2005-06-18 20:06:05",102,"Bubble Grosse","Sports","Poland"
380,"Russell Brinson",17656,1.99,"2007-02-20 07:58:48.996577",2998,"2005-06-20 09:30:22",285,"English Bulworth","Sci-Fi","Poland"
380,"Russell Brinson",17657,1.99,"2007-02-20 15:12:59.996577",3099,"2005-06-20 16:44:33",821,"Sorority Queen","Foreign","Poland"
380,"Russell Brinson",17658,4.99,"2007-02-21 02:27:39.996577",3260,"2005-06-21 03:59:13",791,"Show Lord","Documentary","Poland"
381,"Bobby Boudreau",17659,3.99,"2007-02-15 14:59:34.996577",1402,"2005-06-15 16:31:08",425,"Holy Tadpole","Classics","Anguilla"
381,"Bobby Boudreau",17660,1.99,"2007-02-17 01:23:58.996577",1878,"2005-06-17 02:55:32",730,"Ridgemont Submarine","New","Anguilla"
381,"Bobby Boudreau",17661,2.99,"2007-02-18 15:23:34.996577",2410,"2005-06-18 16:55:08",59,"Bear Graceland","Children","Anguilla"
381,"Bobby Boudreau",17662,4.99,"2007-02-18 15:43:08.996577",2418,"2005-06-18 17:14:42",604,"Mulan Moon","Comedy","Anguilla"
381,"Bobby Boudreau",17663,2.99,"2007-02-21 16:35:33.996577",3425,"2005-06-21 18:07:07",993,"Wrong Behavior","Children","Anguilla"
382,"Victor Barkley",17664,0.99,"2007-02-18 13:56:13.996577",2389,"2005-06-18 15:27:47",160,"Club Graffiti","Animation","United States"
382,"Victor Barkley",17665,4.99,"2007-02-18 18:52:18.996577",2468,"2005-06-18 20:23:52",398,"Hanover Galaxy","Music","United States"
382,"Victor Barkley",17666,1.99,"2007-02-18 20:29:10.996577",2489,"2005-06-18 22:00:44",873,"Sweethearts Suspects","Children","United States"
382,"Victor Barkley",17667,2.99,"2007-02-18 22:25:10.996577",2514,"2005-06-18 23:56:44",561,"Mask Peach","New","United States"
382,"Victor Barkley",17668,4.99,"2007-02-20 17:00:24.996577",3125,"2005-06-20 18:31:58",725,"Requiem Tycoon","Classics","United States"
383,"Martin Bales",17669,7.99,"2007-02-16 20:50:43.996577",1831,"2005-06-16 22:22:17",572,"Metropolis Coma","Sci-Fi","Angola"
383,"Martin Bales",17670,2.99,"2007-02-18 02:13:16.996577",2228,"2005-06-18 03:44:50",109,"Butterfly Chocolat","New","Angola"
383,"Martin Bales",17671,2.99,"2007-02-18 03:33:44.996577",2252,"2005-06-18 05:05:18",433,"Horn Working","Animation","Angola"
383,"Martin Bales",17672,2.99,"2007-02-18 07:42:20.996577",2318,"2005-06-18 09:13:54",505,"Labyrinth League","Children","Angola"
383,"Martin Bales",17673,7.99,"2007-02-19 05:41:38.996577",2609,"2005-06-19 07:13:12",487,"Jingle Sagebrush","Classics","Angola"
383,"Martin Bales",17674,2.99,"2007-02-20 14:31:25.996577",3091,"2005-06-20 16:02:59",188,"Crazy Home","Comedy","Angola"
384,"Ernest Stepp",17675,0.99,"2007-02-17 07:31:24.996577",1961,"2005-06-17 09:02:58",625,"None Spiking","Sci-Fi","China"
384,"Ernest Stepp",17676,0.99,"2007-02-17 11:08:16.996577",2020,"2005-06-17 12:39:50",416,"Highball Potter","Foreign","China"
384,"Ernest Stepp",17677,7.99,"2007-02-18 13:26:15.996577",2378,"2005-06-18 14:57:49",614,"Name Detective","Games","China"
384,"Ernest Stepp",17678,5.99,"2007-02-18 22:12:47.996577",2510,"2005-06-18 23:44:21",838,"Stagecoach Armageddon","Action","China"
384,"Ernest Stepp",17679,3.99,"2007-02-20 03:35:50.996577",2935,"2005-06-20 05:07:24",600,"Motions Details","Horror","China"
384,"Ernest Stepp",17680,9.99,"2007-02-20 14:24:31.996577",3088,"2005-06-20 15:56:05",670,"Pelican Comforts","Documentary","China"
384,"Ernest Stepp",17681,4.99,"2007-02-20 15:17:24.996577",3101,"2005-06-20 16:48:58",378,"Greatest North","Music","China"
385,"Phillip Holm",17682,2.99,"2007-02-16 15:09:45.996577",1746,"2005-06-16 16:41:19",930,"Vacation Boondock","Sci-Fi","Japan"
385,"Phillip Holm",17683,0.99,"2007-02-17 05:45:12.996577",1937,"2005-06-17 07:16:46",281,"Encino Elf","Games","Japan"
385,"Phillip Holm",17684,0.99,"2007-02-20 15:40:12.996577",3105,"2005-06-20 17:11:46",26,"Annie Identity","Sci-Fi","Japan"
386,"Todd Tan",17685,3.99,"2007-02-16 03:19:39.996577",1585,"2005-06-16 04:51:13",373,"Graduate Lord","Children","Ukraine"
386,"Todd Tan",17686,2.99,"2007-02-16 04:57:23.996577",1608,"2005-06-16 06:28:57",566,"Maude Mod","Foreign","Ukraine"
386,"Todd Tan",17687,5.99,"2007-02-16 20:01:16.996577",1819,"2005-06-16 21:32:50",368,"Gone Trouble","Drama","Ukraine"
386,"Todd Tan",17688,0.99,"2007-02-19 13:48:05.996577",2732,"2005-06-19 15:19:39",132,"Chainsaw Uptown","Sci-Fi","Ukraine"
386,"Todd Tan",17689,2.99,"2007-02-21 09:50:05.996577",3351,"2005-06-21 11:21:39",349,"Gangs Pride","Animation","Ukraine"
